Identifier	label	type	Category	Group	NumTargets
DB13520	Metergoline	Drug	Ergot-derivative Dopamine Receptor Agonists, Serotonin Agents, Genito Urinary System and Sex Hormones, Serotonin Receptor Agonists, Antidepressive Agents, Ergolines, Dopamine Agonists, Ergot Alkaloids and Derivatives, Alkaloids, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Central Nervous System Depressants, Agents that produce hypertension, Prolactine Inhibitors, Dopamine Agents	approved	1
DB14854	TC-6987	Drug	0	investigational	0
DB13523	Veralipride	Drug	Psycholeptics, Tranquilizing Agents, Benzoates, Nervous System, Psychophysiologic Disorders, drug therapy, Acids, Carbocyclic, Benzamides and benzamide derivatives, Amides, Psychotropic Drugs, Antipsychotic Agents, Central Nervous System Depressants, Menopause, drug effects, Central Nervous System Agents, Benzene Derivatives, Neurotoxic agents	experimental	0
DB14855	2-(aminomethyl)phenol	Drug	Amines, Benzyl Compounds, Benzene Derivatives	investigational	0
DB13524	Propyphenazone	Drug	Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Nephrotoxic agents, Sensory System Agents, Nervous System, Anti-Inflammatory Agents, Pyrazoles, Agents causing hyperkalemia, Antirheumatic Agents, Non COX-2 selective NSAIDS, Pyrazolones, Peripheral Nervous System Agents, Analgesics, Agents that produce hypertension, Central Nervous System Agents	experimental	0
DB14852	PRM-151	Drug	Proteins, Carbohydrates, Glycoconjugates, Acute-Phase Proteins, Blood Proteins, Multiprotein Complexes, Amino Acids, Peptides, and Proteins, Amyloid, Glycoproteins, Amyloidogenic Proteins, DNA-Binding Proteins, Macromolecular Substances	investigational	0
DB13521	Alipogene tiparvovec	Drug	Lipid Modifying Agents, Lipid Modifying Agents, Plain	approved, investigational	0
DB14853	Myrcludex B	Drug	0	investigational	0
DB13522	Mebicar	Drug	Tranquilizing Agents, Sensory System Agents, Analgesics, Nervous System, Central Nervous System Depressants, Anti-Anxiety Agents, Central Nervous System Agents, Psychotropic Drugs, Peripheral Nervous System Agents, Psychoanaleptics	experimental	0
DB14858	Tadekinig alfa	Drug	0	investigational	0
DB13527	Proglumetacin	Drug	Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Nephrotoxic agents, Acetic Acid Derivatives and Related Substances, Sensory System Agents, Anti-Inflammatory Agents, Agents causing hyperkalemia, Antirheumatic Agents, Non COX-2 selective NSAIDS, Peripheral Nervous System Agents, Heterocyclic Compounds, Fused-Ring, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Analgesics, Musculo-Skeletal System, Agents that produce hypertension, Central Nervous System Agents, Indoles	experimental	0
DB14859	Fosifloxuridine nafalbenamide	Drug	0	investigational	0
DB13528	Chlormadinone	Drug	Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Pregnadienes, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, Reproductive Control Agents, Cytochrome P-450 CYP3A4 Substrates, Pregnadien Derivatives, Fused-Ring Compounds, Contraceptives, Oral, Cytochrome P-450 CYP3A Substrates, Contraceptives, Oral, Synthetic, Progestogens and Estrogens, Sequential Preparations, Progestins, Antiandrogens, Pregnanes, Combination Contraceptives (with Estrogen and derivatives), Hormone Antagonists, Hormonal Contraceptives for Systemic Use, Contraceptive Agents, Female, Progestin Contraceptives, Steroids, Steroids, Chlorinated	experimental	0
DB14856	PF-05089771	Drug	Sulfur Compounds, Phenols, Amides, Ethers, Benzene Derivatives, Sulfones	investigational	0
DB13525	Althea root	Drug	Cough and Cold Preparations, Expectorants	experimental	0
DB13526	Pentaerithrityl	Drug	Alimentary Tract and Metabolism, Osmotic Laxatives, Drugs for Constipation, Laxatives, Glycols, Alcohols	experimental	0
DB14857	Avadomide	Drug	Heterocyclic Compounds, Fused-Ring, Piperidines, Quinazolines	investigational	0
DB13529	Dobesilic acid	Drug	Arylsulfonates, Sulfur Acids, Arylsulfonic Acids, Hematologic Agents, Coagulants, Vasoprotectives, Sulfur Compounds, Acids, Noncarboxylic, Acids, Sulfonic Acids, Antivaricose Therapy, Hemostatics, Benzene Derivatives, Benzenesulfonates	investigational, experimental	0
DB01541	Boldenone	Drug	Androstanes, Testosterone and derivatives, Hormones, Hormone Substitutes, and Hormone Antagonists, Androstenols, Anabolic Agents, Androstenes, Testosterone Congeners, Hormones, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Steroids	illicit, vet_approved	1
DB02872	Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone	Drug	0	experimental	1
DB01540	17alpha-methyl-4-hydroxynandrolone	Drug	0	illicit	0
DB00210	Adapalene	Drug	Anti-Inflammatory Agents, Dermatologicals, Retinoids for Topical Use in Acne, Misc. Skin and Mucous Membrane Agents, Retinoids, Anti-Acne Preparations, Anti-Acne Preparations for Topical Use, Naphthalenes	approved	9
DB02871	3-Butylthiolane 1-Oxide	Drug	Sulfur Compounds, Alcohol Dehydrogenase, antagonists & inhibitors	experimental	1
DB02870	N-Allylaniline	Drug	0	experimental	1
DB02876	3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid	Drug	0	experimental	1
DB01545	Ethyl loflazepate	Drug	Heterocyclic Compounds, Fused-Ring, Psycholeptics, Tranquilizing Agents, Benzazepines, Nervous System, Central Nervous System Depressants, Benzodiazepines and benzodiazepine derivatives, Anti-Anxiety Agents, Central Nervous System Agents, Psychotropic Drugs	illicit, experimental	2
DB00213	Pantoprazole	Drug	Benzimidazoles, Enzyme Inhibitors, Proton-pump Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors, Anti-Ulcer Agents, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord), Sulfur Compounds, Alimentary Tract and Metabolism, Acid Reducers, Drugs for Acid Related Disorders, Gastrointestinal Agents, OATP1B1/SLCO1B1 Inhibitors, Pyridines, Proton Pump Inhibitors, P-glycoprotein substrates, BCRP/ABCG2 Inhibitors, Sulfoxides, Cytochrome P-450 CYP2C19 Substrates, Heterocyclic Compounds, Fused-Ring, Gastric Acid Lowering Agents, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Substrates, 2-Pyridinylmethylsulfinylbenzimidazoles, Cytochrome P-450 CYP2C19 Inhibitors (weak), OAT3/SLC22A8 Inhibitors, P-glycoprotein inhibitors	approved	2
DB02875	CRA_1802	Drug	0	experimental	1
DB01544	Flunitrazepam	Drug	Psycholeptics, Tranquilizing Agents, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Nervous System, GABA Modulators, Benzodiazepines and benzodiazepine derivatives, UGT2B7 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Muscle Relaxants, UGT1A3 Inhibitors, Cytochrome P-450 CYP2E1 Inhibitors (strength unknown), Benzazepines, Muscle Relaxants, Centrally Acting Agents, Hypnotics and Sedatives, Benzodiazepine hypnotics and sedatives, Cytochrome P-450 CYP2E1 Inhibitors, GABA Agents, UGT1A1 Inhibitors, Psychotropic Drugs, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Cytochrome P-450 CYP2A6 Substrates, Benzodiazepinones, Anti-Anxiety Agents, Central Nervous System Agents, Cytochrome P-450 CYP2B6 Substrates	approved, illicit	2
DB00214	Torasemide	Drug	Antihypertensive Agents Indicated for Hypertension, Pyridines, High-Ceiling Diuretics, Cytochrome P-450 Substrates, Sodium Potassium Chloride Symporter Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Ototoxic agents, Cardiovascular Agents, Hypotensive Agents, Membrane Transport Modulators, Cytochrome P-450 CYP2C9 Substrates, Sulfur Compounds, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Sulfonamides, Cytochrome P-450 CYP2C9 Inhibitors, Diuretics, Natriuretic Agents, OATP1B1/SLCO1B1 Substrates, Antihypertensive Agents, Cytochrome P-450 CYP2C8 Substrates, Hyperglycemia-Associated Agents, Increased Diuresis at Loop of Henle, Non Potassium Sparing Diuretics, Sulfones	approved	2
DB00211	Midodrine	Drug	Autonomic Agents, Adrenergic alpha-Agonists, Amines, Cytochrome P-450 Substrates, Adrenergic alpha-1 Receptor Agonists, Agents producing tachycardia, Adrenergic and Dopaminergic Agents, Cardiovascular Agents, Amino Alcohols, Ethanolamines, Alcohols, Peripheral Nervous System Agents, Neurotransmitter Agents, Sympathomimetics, Vasoconstrictor Agents, Adrenergic Agonists, Cardiac Stimulants Excl. Cardiac Glycosides, Agents that produce hypertension, Cytochrome P-450 CYP2D6 Substrates, Cardiac Therapy, Adrenergic Agents, Bradycardia-Causing Agents	approved	3
DB01543	18-methyl-19-nortestosterone	Drug	Testosterone and derivatives	illicit, experimental	0
DB02873	1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One	Drug	0	experimental	1
DB00212	Remikiren	Drug	Renin-Inhibitors, Enzyme Inhibitors, Protease Inhibitors, Agents Acting on the Renin-Angiotensin System, Cardiovascular Agents, Antihypertensive Agents	experimental	1
DB01542	Allylprodine	Drug	0	illicit, experimental	0
DB01549	Rolicyclidine	Drug	Piperidines	illicit, experimental	2
DB00217	Bethanidine	Drug	Autonomic Agents, Adrenergic alpha-Agonists, Sympatholytics, Antiadrenergic Agents, Peripherally Acting, Agents producing tachycardia, Amidines, Cardiovascular Agents, Guanidines, Peripheral Nervous System Agents, Neurotransmitter Agents, Adrenergic alpha-2 Receptor Agonists, Adrenergic Agonists, Guanidine Derivatives, Agents that produce hypertension, Antihypertensive Agents, Adrenergic Agents	approved	3
DB01548	Diprenorphine	Drug	Opioid Antagonists, Alkaloids, Heterocyclic Compounds, Fused-Ring, Phenanthrenes, Opiate Alkaloids, Sensory System Agents, Central Nervous System Agents, Morphinans, Peripheral Nervous System Agents	illicit, vet_approved	4
DB02879	2,3-Di-O-Sulfo-Alpha-D-Glucopyranose	Drug	0	experimental	1
DB00218	Moxifloxacin	Drug	Fluoroquinolones, Quinolines, QTc Prolonging Agents, Quinolone Antimicrobial, Enzyme Inhibitors, Topoisomerase Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Antiinfectives for Systemic Use, Moderate Risk QTc-Prolonging Agents, Anti-Infective Agents, Quinolones, Cytochrome P-450 CYP1A2 Inhibitors, Ophthalmologicals, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Topoisomerase II Inhibitors, Sensory Organs, Antibacterials for Systemic Use, Cytochrome P-450 CYP1A2 Inhibitors (moderate)	approved, investigational	3
DB02878	3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid	Drug	0	experimental	1
DB01547	Drotebanol	Drug	Alkaloids, Heterocyclic Compounds, Fused-Ring, Phenanthrenes, Opiate Alkaloids, Sensory System Agents, Analgesics, Morphine Derivatives, Narcotics, Central Nervous System Depressants, Central Nervous System Agents, Morphinans, Peripheral Nervous System Agents	illicit, experimental	0
DB00215	Citalopram	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Highest Risk QTc-Prolonging Agents, QTc Prolonging Agents, Amines, Cytochrome P-450 Substrates, Serotonin Agents, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Hypoglycemia-Associated Agents, Cytochrome P-450 CYP2C19 Inhibitors, Antidepressive Agents, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Benzofurans, Cytochrome P-450 CYP1A2 Inhibitors, Serotonin 5-HT2 Receptor Antagonists, Serotonin Modulators, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Nitriles, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Selective Serotonin Reuptake Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (weak), P-glycoprotein substrates, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Antidepressive Agents, Second-Generation, Psychotropic Drugs, Cytochrome P-450 CYP2C19 Substrates, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Neurotransmitter Uptake Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Serotonin Receptor Antagonists, Central Nervous System Agents, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, P-glycoprotein inhibitors, Vasodilating Agents, Cytochrome P-450 CYP3A4 Inhibitors (weak), Propylamines, Psychoanaleptics	approved	2
DB00216	Eletriptan	Drug	Serotonin 5-HT1 Receptor Agonists, Triptans, Amines, Cytochrome P-450 Substrates, Serotonin Agents, Nervous System, Cytochrome P-450 CYP3A Inducers, Selective Serotonin Agonists, Antidepressive Agents, Cytochrome P-450 CYP3A4 Substrates, Antimigraine Preparations, Serotonin Modulators, Cytochrome P-450 Enzyme Inducers, Analgesics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 1d Receptor Agonists, Biogenic Amines, Indoles, Serotonin-1b and Serotonin-1d Receptor Agonist, Cytochrome P-450 CYP2A6 Inducers, P-glycoprotein substrates, Serotonin Receptor Agonists, Biogenic Monoamines, Serotonin 1b Receptor Agonists, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Agents that produce hypertension, Selective Serotonin 5-HT1 Receptor Agonists, Cytochrome P-450 CYP2D6 Substrates	approved, investigational	4
DB01546	Etryptamine	Drug	Heterocyclic Compounds, Fused-Ring, Amines, Stimulants, Biogenic Amines, Indoles, Biogenic Monoamines	illicit, investigational, withdrawn	0
DB02877	Arotinoid acid	Drug	Biological Factors, Cycloparaffins, Carotenoids, Alkenes, Acids, Carbocyclic, Hydrocarbons, Acyclic, Polyenes, Cyclohexenes, Terpenes, Benzene Derivatives, Cyclohexanes, Pigments, Biological	experimental	1
DB00219	Oxyphenonium	Drug	Autonomic Agents, Amines, Ammonium Compounds, Quaternary Ammonium Compounds, Agents producing tachycardia, Onium Compounds, Parasympatholytics, Muscarinic Antagonists, Peripheral Nervous System Agents, Anticholinergic Agents, Neurotransmitter Agents, Synthetic Anticholinergics, Quaternary Ammonium Compounds, Mydriatics, Cholinergic Agents, Alimentary Tract and Metabolism, Drugs for Functional Gastrointestinal Disorders, Nitrogen Compounds	approved	1
DB13530	Mepindolol	Drug	Amines, Cytochrome P-450 Substrates, Propanols, Agents causing hyperkalemia, Phenoxypropanolamines, Adrenergic beta-Antagonists, Amino Alcohols, Beta Blocking Agents, Non-Selective, Alcohols, Neurotransmitter Agents, Adrenergic Antagonists, Cytochrome P-450 CYP2D6 Substrates, Adrenergic Agents, Bradycardia-Causing Agents, Propanolamines	experimental	0
DB13531	Nicofetamide	Drug	Synthetic Antispasmodics, Amides With Tertiary Amines, Alimentary Tract and Metabolism, Drugs for Functional Gastrointestinal Disorders	experimental	0
DB14862	PF-06815345	Drug	0	investigational	0
DB12200	Tivantinib	Drug	Heterocyclic Compounds, Fused-Ring, Proto-Oncogene Proteins c-met, antagonists & inhibitors, Pyrrolidines	investigational	1
DB14860	Ensartinib	Drug	Enzyme Inhibitors, Protein Kinase Inhibitors, Antineoplastic Agents	investigational	0
DB13534	Gedocarnil	Drug	Psycholeptics, Nervous System, Central Nervous System Depressants, Hypnotics (Nonbenzodiazepine), Anti-Anxiety Agents, Hypnotics and Sedatives	experimental	0
DB14865	Human interleukin-2	Drug	Analgesics, Non-Narcotic, Biological Factors, Interleukin-2, Sensory System Agents, Cytokines, Peptides, Intercellular Signaling Peptides and Proteins, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Lymphokines, Peripheral Nervous System Agents, Proteins, Analgesics, Interleukin-2, antagonists & inhibitors, Interleukins, Central Nervous System Agents	investigational	0
DB12202	Zalutumumab	Drug	Proteins, Serum Globulins, Antineoplastic Agents, Immunological, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Immunoproteins	investigational	1
DB12201	PF-03654746	Drug	Cycloparaffins, Histamine H3 Antagonists	investigational	0
DB14866	Amcasertib	Drug	0	investigational	0
DB13535	Nebacumab	Drug	Immunoglobulin M, Proteins, Serum Globulins, Immunoglobulins, Immune Sera and Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Antiinfectives for Systemic Use, Immunoproteins	experimental	0
DB13532	Cyclopenthiazide	Drug	Sodium Chloride Symporter Inhibitors, Gynecological Antiinfectives and Antiseptics, Genito Urinary System and Sex Hormones, Low-Ceiling Diuretics and Potassium-Sparing Agents, Amides, Cardiovascular Agents, Membrane Transport Modulators, Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Benzothiadiazines, Sulfonamides, Diuretics, Natriuretic Agents, Antihypertensive Agents, Thiazides, Hyperglycemia-Associated Agents, Sulfones	approved	0
DB12204	Terbogrel	Drug	0	investigational	0
DB14864	Brolucizumab	Drug	Proteins, Serum Globulins, EENT Drugs, Miscellaneous, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Angiogenesis Inhibitors, Immunoproteins	approved, investigational	1
DB12203	Tozadenant	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Thiazoles	investigational	0
DB13533	Methylestrenolone	Drug	Sex Hormones and Modulators of the Genital System, Progesterone Congeners, Estranes, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, Progestins, Estren Derivatives, Fused-Ring Compounds, Steroids	experimental	0
DB14869	Remetinostat	Drug	0	investigational	0
DB12206	N-6022	Drug	Benzoates, Acids, Carbocyclic, Amides, Benzene Derivatives	investigational	0
